Date,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
23-01-2024,385268.59,263495.22,174003.07,174003.07,6509.85,6665.22
24-01-2024,427446.17,256208.27,183783.23,183783.23,6727.38,6808.50
25-01-2024,427262.48,264134.52,185658.62,185658.62,6660.60,6812.18
26-01-2024,361013.76,289231.95,194577.45,194577.45,5945.70,6414.07
27-01-2024,379475.81,266431.44,178444.43,178444.43,6505.84,6609.40
28-01-2024,323316.44,300500.15,197597.34,197597.34,5752.56,5921.20
29-01-2024,393486.32,296377.49,196282.27,196282.27,6305.89,6393.44
30-01-2024,416253.34,264820.24,182384.16,182384.16,6492.11,6512.78
31-01-2024,392643.08,268091.01,178968.01,178968.01,6355.07,6402.73
01-01-2025,278235.93,404460.79,203496.54,203496.55,3724.62,3725.31
02-01-2025,323380.57,504506.78,230607.21,230607.21,3863.89,3805.29
03-01-2025,310159.63,523911.98,225633.05,225633.05,3719.84,3756.96
04-01-2025,333634.85,485270.55,227664.68,227664.68,4253.86,4255.04
05-01-2025,275882.84,495228.35,199492.05,199492.05,3395.79,3434.36
06-01-2025,334146.84,412557.88,199499.98,199499.98,4940.59,5003.29
07-01-2025,340448.73,412899.55,200063.24,200063.25,4928.84,4871.12
08-01-2025,326155.67,413400.67,191681.98,191681.98,4851.79,4755.70
09-01-2025,354939.14,386492.75,184144.03,184144.03,5080.65,4886.47
10-01-2025,337946.86,374547.33,181038.80,181038.80,4972.83,4816.08
11-01-2025,333680.61,390295.69,189511.77,189511.77,5036.04,4950.31
12-01-2025,258785.55,421365.78,186512.19,186512.19,4077.94,4395.81
13-01-2025,330823.63,374732.82,183889.46,183889.46,5147.96,5198.21
14-01-2025,313787.94,432049.92,206858.53,206858.53,4689.01,4717.72
15-01-2025,308561.62,441274.85,201244.61,201244.61,4616.28,4881.96
16-01-2025,297053.76,410484.98,189164.16,189164.16,4506.09,4560.26
17-01-2025,301758.48,406306.28,189505.84,189505.84,4794.44,4850.73
18-01-2025,317178.60,395875.20,190487.22,190487.22,4889.92,4826.15
19-01-2025,286436.03,445571.96,203382.20,203382.20,3813.02,4009.18
20-01-2025,317489.53,393312.03,176801.78,176801.78,4824.50,4527.03
21-01-2025,310977.00,394980.77,174966.80,174966.80,4723.16,4553.16
22-01-2025,287024.35,411269.66,178738.30,178738.30,4424.65,4224.45
23-01-2025,299473.27,415384.22,191408.86,191408.86,4338.97,4211.69
24-01-2025,307377.98,379464.25,179886.61,179886.61,4615.11,4349.55
25-01-2025,286886.71,423453.43,175322.43,175322.43,4264.85,4190.10
26-01-2025,226153.19,492667.50,173068.80,173068.80,2938.32,3010.05
27-01-2025,299202.97,427747.18,190870.56,190870.56,4482.04,4480.26
28-01-2025,306949.88,410739.85,189835.78,189835.78,4327.28,4279.81
29-01-2025,307289.87,422221.77,194906.31,194906.31,4197.94,4089.43
30-01-2025,352194.07,398596.96,202128.55,202128.55,4555.56,4400.11
31-01-2025,354839.77,398905.30,205576.32,205576.32,4610.72,4475.75
01-07-2022,166572.08,281450.90,105820.00,105820.00,4036.04,4159.11
02-07-2022,190661.92,255571.45,114892.30,114892.30,4424.93,4460.18
03-07-2022,199419.62,271702.96,124170.44,122220.89,3892.20,3943.34
04-07-2022,191994.77,225432.55,114138.91,114138.91,4470.75,4520.90
05-07-2022,191479.00,215350.18,108668.19,108668.19,4793.52,4970.96
06-07-2022,224611.33,190491.01,118570.16,118570.16,6589.28,6877.09
07-07-2022,188170.44,180751.53,95865.56,94175.10,6408.96,6900.70
08-07-2022,221220.43,170715.85,104057.06,104057.06,7219.88,7409.98
09-07-2022,189322.89,191849.86,107152.04,106339.91,6105.13,6319.71
10-07-2022,111912.35,254740.78,84418.91,84418.91,3078.42,3004.61
11-07-2022,146051.30,211891.86,85826.09,85826.09,4970.88,5226.52
12-07-2022,155988.69,206820.53,97385.92,97385.92,5498.48,5716.35
13-07-2022,132206.55,240549.64,93380.63,93380.63,3926.62,3970.92
14-07-2022,164499.48,238186.28,110211.84,110211.84,4953.40,4968.56
15-07-2022,171242.16,228919.46,111461.03,111461.03,5406.86,5431.02
16-07-2022,165642.13,208508.06,109372.23,109372.23,5734.19,5760.01
17-07-2022,149118.15,218596.70,97376.23,97376.23,4261.72,4382.95
18-07-2022,175359.68,190680.35,108026.40,108026.40,5867.30,5841.26
19-07-2022,189145.35,188188.62,122968.25,122968.25,6365.78,6176.13
20-07-2022,178735.19,228136.86,128424.48,128424.48,5809.11,5948.96
21-07-2022,221125.39,227090.06,144490.19,144490.19,6224.85,5974.33
22-07-2022,202211.32,207963.33,116747.23,116747.23,5763.28,5520.65
23-07-2022,167664.56,187319.09,107505.20,107505.20,5584.49,5529.36
24-07-2022,144320.76,235892.71,91777.49,91777.49,4145.05,4159.46
25-07-2022,150137.99,186984.67,91905.46,91905.46,4842.43,4885.79
26-07-2022,200015.82,185753.47,115024.44,115024.44,6094.91,6089.22
27-07-2022,193712.13,197788.21,121002.40,121002.40,6007.68,5933.01
28-07-2022,251499.66,225227.40,159864.50,159864.50,6382.87,6114.66
29-07-2022,248887.47,199190.68,145621.84,145621.84,6813.25,6364.58
30-07-2022,280444.52,191552.83,154292.73,154292.73,7487.89,7012.24
31-07-2022,185592.01,251430.09,130686.19,130686.19,4548.00,4590.63
01-07-2023,181819.25,365043.21,135723.60,135723.60,3468.65,3552.81
02-07-2023,189153.01,358214.45,137708.99,137708.99,3077.73,3249.42
03-07-2023,230873.02,252282.83,133111.83,133111.83,4621.29,4598.82
04-07-2023,242704.74,251617.76,130850.75,130850.75,4927.94,4832.51
05-07-2023,227859.23,229317.21,127207.51,127207.51,5218.00,4903.81
06-07-2023,256795.64,247419.93,135030.93,135030.93,5230.51,5028.17
07-07-2023,206325.38,274710.10,113270.98,113270.98,4103.56,3958.76
08-07-2023,201191.55,310108.23,123380.56,123380.56,3459.49,3416.95
09-07-2023,141065.70,338700.32,106130.10,106130.10,2437.58,2523.94
10-07-2023,219846.37,299269.08,133261.36,133261.36,3844.46,3826.39
11-07-2023,271866.88,243036.87,128811.87,128811.87,5264.91,4932.56
12-07-2023,261021.09,285201.75,135106.11,135106.11,4873.23,4723.17
13-07-2023,302762.86,260488.63,144295.37,144295.37,5410.63,4991.00
14-07-2023,312444.94,242282.81,141044.99,141044.99,5624.73,5221.73
15-07-2023,308535.87,257743.52,150078.05,150078.05,5602.54,5096.78
16-07-2023,280374.01,284658.82,133435.25,133435.25,5259.43,4913.61
17-07-2023,261022.40,261480.81,138482.72,138482.72,5247.46,4938.08
18-07-2023,270567.90,276561.90,141067.72,141067.72,4941.15,4552.37
19-07-2023,239054.85,312529.33,132139.98,132139.98,4570.37,4535.41
20-07-2023,240982.31,279411.46,127514.43,127514.43,4953.99,4851.37
21-07-2023,268546.98,260394.06,128779.00,128779.00,5355.46,5191.81
22-07-2023,263675.67,283383.27,141170.13,141170.13,5304.38,5333.16
23-07-2023,227810.91,297026.42,126115.37,126115.37,4327.71,4833.82
24-07-2023,235766.82,248470.20,116656.93,116656.93,4804.36,4912.11
25-07-2023,236850.05,248186.80,120697.33,120697.33,4917.98,5152.93
26-07-2023,225011.54,235868.58,120990.44,120990.44,5161.17,5471.64
27-07-2023,203243.36,267710.37,114663.25,114663.25,4583.16,5027.31
28-07-2023,183239.13,333356.46,108992.30,108992.30,3608.53,3665.12
29-07-2023,177202.65,329331.59,107313.26,107313.26,3393.48,3393.68
30-07-2023,182748.30,323952.81,108966.97,108966.97,2852.38,2812.25
31-07-2023,219377.80,258622.61,124204.75,124204.75,4530.49,4746.25
01-07-2024,247460.41,368445.19,183065.97,183669.26,4103.68,4232.11
02-07-2024,247460.41,368445.19,186497.73,186638.47,3987.20,4084.17
03-07-2024,269510.39,420001.79,194305.65,196374.80,4247.49,4292.26
04-07-2024,286112.50,425045.16,196209.42,196890.15,4281.21,4135.16
05-07-2024,254355.07,452499.93,198351.59,198351.59,4194.49,4143.35
06-07-2024,285337.82,394806.09,196182.96,196182.96,4821.34,4541.55
07-07-2024,187310.55,486609.97,149125.32,149125.32,2889.54,3064.39
08-07-2024,229128.32,436949.02,166052.00,166052.00,4081.02,4111.15
09-07-2024,278541.69,382027.51,184613.20,184613.20,4747.77,4744.21
10-07-2024,305442.55,316520.88,187427.36,187427.36,5189.36,5078.90
11-07-2024,340734.71,260434.05,175355.67,175355.67,6093.18,5615.59
12-07-2024,298650.28,263036.73,162211.92,162211.92,5660.45,5169.85
13-07-2024,246246.50,280266.65,141122.73,141555.38,5018.21,4261.12
14-07-2024,209857.39,352143.14,158097.64,157827.63,3884.64,3946.06
15-07-2024,293897.01,298344.85,172497.06,172497.06,5157.55,4628.55
16-07-2024,331697.41,263538.51,171045.24,166802.24,5643.00,5009.05
17-07-2024,274908.69,255970.62,152858.24,147300.77,5353.80,4768.73
18-07-2024,350685.44,239159.59,158898.75,157811.93,6562.22,5736.77
19-07-2024,315228.59,247686.21,166095.41,158211.92,6205.05,5488.94
20-07-2024,292168.05,246025.28,161380.94,159603.24,5651.74,4970.82
21-07-2024,243288.01,318006.80,157984.69,152933.02,4596.74,4511.27
22-07-2024,252947.04,270478.26,153520.99,148493.05,4944.09,4443.76
23-07-2024,243073.84,243522.67,145437.34,142853.79,5071.64,4612.35
24-07-2024,281429.29,275705.87,160754.46,160127.57,5476.53,4979.72
25-07-2024,235655.00,291208.93,142610.01,141616.44,4679.96,4324.50
26-07-2024,241818.55,271059.35,135524.73,134634.61,4850.66,4409.05
27-07-2024,226192.71,304312.79,155867.97,151541.00,4480.05,4251.14
28-07-2024,222217.03,334984.53,151856.55,152427.17,4376.97,4394.96
29-07-2024,264989.48,263197.18,142179.25,141874.70,5228.88,4887.55
30-07-2024,325123.60,250042.36,165204.47,164425.61,5860.90,5283.97
31-07-2024,422813.36,174325.05,135949.42,135208.55,7164.42,6330.20
01-06-2022,195662.72,196876.93,125685.87,125685.87,6567.19,7061.28
02-06-2022,222509.54,208465.83,147275.88,147275.86,7206.03,7870.00
03-06-2022,211094.42,207113.85,139839.84,139839.84,6735.32,7397.86
04-06-2022,236464.27,194967.59,144040.60,144040.60,7650.32,8232.92
05-06-2022,221317.07,206021.94,140270.00,140270.00,7040.70,7656.35
06-06-2022,271207.82,213155.01,166380.21,166375.41,8069.69,8480.74
07-06-2022,207048.59,245516.80,147834.12,147834.12,6095.86,6653.04
08-06-2022,220237.05,239869.00,146112.90,146112.90,6395.89,7039.19
09-06-2022,230895.25,232600.36,149253.30,149253.30,6878.20,7394.51
10-06-2022,227559.77,228808.10,151788.43,151788.43,7030.00,7570.89
11-06-2022,235196.39,203788.01,143551.24,143551.24,7769.24,8242.32
12-06-2022,193227.99,250228.38,136707.25,136707.25,5848.79,6856.88
13-06-2022,252482.63,192239.62,140273.74,140272.77,8354.53,8624.81
14-06-2022,286301.33,164020.49,132019.83,132019.83,9345.75,9510.93
15-06-2022,306704.24,163163.76,140864.79,140864.79,10143.08,10046.05
16-06-2022,244429.55,182698.68,134350.14,134350.14,8604.31,8713.37
17-06-2022,179888.53,208925.08,120189.02,120189.02,6570.06,6925.10
18-06-2022,159551.26,245891.61,109303.44,109303.44,5075.01,5363.18
19-06-2022,193683.25,268796.95,126999.97,126999.97,4257.89,4434.02
20-06-2022,181737.15,275494.00,125421.70,125421.70,4414.60,4517.30
21-06-2022,180522.24,335763.07,137120.71,137120.71,3543.96,3531.21
22-06-2022,214143.45,292301.63,147161.17,147161.17,4259.72,4293.48
23-06-2022,232292.92,267121.18,149486.21,149486.21,5217.33,5168.09
24-06-2022,243915.03,194363.75,121776.06,121776.06,7085.60,7200.36
25-06-2022,220673.98,229238.16,123533.40,123533.40,5509.09,5628.51
26-06-2022,206763.86,243452.29,116222.30,116222.30,5030.86,5222.83
27-06-2022,221403.18,236095.57,135328.49,135328.49,6126.62,6410.35
28-06-2022,220649.50,214983.20,144032.82,144032.82,6657.81,6846.92
29-06-2022,230056.52,205754.76,140900.94,140900.94,7507.09,7728.73
30-06-2022,138460.13,287665.29,101276.19,101276.19,3788.90,3723.44
01-06-2023,273951.72,224625.67,156409.65,156409.65,6060.58,5824.44
02-06-2023,277978.88,263927.53,170591.10,170591.10,5641.77,5484.91
03-06-2023,271098.37,259864.04,161027.38,161027.38,5770.27,5652.39
04-06-2023,238219.62,272979.26,155368.31,155368.31,5690.80,5767.79
05-06-2023,262935.04,258405.15,161751.88,161751.88,5713.95,5519.61
06-06-2023,267302.92,191057.59,130210.09,130210.09,6527.92,5952.11
07-06-2023,277107.80,202071.07,133082.11,133082.11,6520.71,6013.02
08-06-2023,285738.25,210458.77,139278.26,139278.26,6281.36,5666.94
09-06-2023,257603.17,202160.85,135361.98,135361.98,6395.50,5995.29
10-06-2023,256558.90,199532.67,126293.64,126293.64,6551.30,5906.11
11-06-2023,212773.40,260458.78,128040.62,128040.62,5144.46,5257.78
12-06-2023,232430.89,240334.51,138432.39,138432.39,5588.93,5542.31
13-06-2023,207834.08,231936.58,123280.57,123280.57,5481.25,5398.62
14-06-2023,233179.73,235971.04,128001.47,128001.47,5666.47,5525.88
15-06-2023,201495.37,240702.85,114913.90,114913.90,5242.61,5035.06
16-06-2023,251335.32,219545.64,117132.96,117132.96,6020.42,5629.85
17-06-2023,301868.36,191123.55,123601.38,123601.38,6793.40,6398.46
18-06-2023,233084.43,239288.06,120164.75,120164.75,5424.31,5248.36
19-06-2023,293953.98,231448.64,138746.68,138746.68,5812.75,5166.12
20-06-2023,249989.44,234305.26,144081.43,144081.43,5535.99,4995.20
21-06-2023,283249.69,225678.58,148601.18,148601.18,6041.53,5483.19
22-06-2023,282722.10,246337.07,142178.43,142178.43,5779.97,5267.17
23-06-2023,251432.75,301600.45,147806.44,147806.44,5038.59,4941.66
24-06-2023,272433.65,286130.64,152688.55,152688.55,5518.00,5314.97
25-06-2023,211449.36,347771.75,143955.21,143315.02,4241.35,4488.62
26-06-2023,178198.41,414050.63,130684.59,130684.59,3079.14,3132.32
27-06-2023,194919.03,379318.24,130148.39,130148.39,3241.05,3270.54
28-06-2023,185033.02,339748.50,127559.52,127559.52,3644.33,3669.77
29-06-2023,168332.93,373833.52,130554.51,130554.51,2918.36,2902.61
30-06-2023,183525.02,336969.77,124032.05,124032.05,3725.97,3671.95
01-06-2024,310383.80,252486.43,171137.96,171137.96,5876.90,5309.22
02-06-2024,214441.54,295713.89,156129.72,156129.72,4755.98,4622.18
03-06-2024,250573.26,264784.43,157925.56,157925.56,5377.27,4751.37
04-06-2024,307089.80,258881.62,170954.21,170954.21,6246.93,5473.70
05-06-2024,332567.55,225349.45,144231.64,144231.64,6467.19,5495.08
06-06-2024,292324.96,245333.99,140561.42,140561.42,5854.67,4957.14
07-06-2024,200711.77,279354.80,127320.92,127320.92,4973.11,4491.22
08-06-2024,209613.47,312990.16,153750.78,153750.78,4362.03,4350.74
09-06-2024,178420.47,358903.74,135703.62,135703.62,3332.54,3437.02
10-06-2024,253573.58,308444.83,155921.28,155921.28,4821.43,4552.02
11-06-2024,269546.72,308729.10,153360.11,153360.11,4917.51,4561.91
12-06-2024,294094.45,296774.56,159174.40,159174.40,5110.70,4569.51
13-06-2024,302643.84,314834.11,167009.92,167009.92,5227.45,4628.88
14-06-2024,293034.28,333259.22,174344.01,174344.01,4840.70,4446.96
15-06-2024,283592.29,294547.59,154193.14,154193.14,4931.63,4344.69
16-06-2024,300725.36,271630.11,144024.87,142930.73,5459.52,4747.28
17-06-2024,418070.59,243543.19,163582.57,163582.57,6361.17,5156.41
18-06-2024,393847.40,209571.19,138540.51,138540.51,6781.98,5418.99
19-06-2024,408259.52,232997.99,144220.12,144220.12,6722.47,5538.56
20-06-2024,339453.74,296252.55,189934.66,189301.50,6597.24,5964.77
21-06-2024,318509.07,322936.40,202902.23,165857.98,5435.04,4939.63
22-06-2024,328545.46,332604.84,200689.96,169399.30,5482.94,5111.35
23-06-2024,299809.34,321390.63,182805.89,163626.26,5147.28,4781.61
24-06-2024,340140.67,299588.86,189865.44,173167.53,5960.59,5345.33
25-06-2024,355145.83,302611.54,203737.14,181901.91,6326.24,5647.52
26-06-2024,323346.64,308025.44,193893.90,182434.25,5654.61,5142.30
27-06-2024,333093.67,281147.64,192515.41,181330.07,6151.50,5511.15
28-06-2024,254333.94,326255.86,168171.42,165614.33,4939.75,4818.02
29-06-2024,231842.86,390536.52,174639.12,174061.21,4146.50,4312.20
30-06-2024,239020.42,415379.80,183663.16,178547.21,3960.00,4187.06
01-03-2023,313262.84,151405.71,140962.23,140962.23,9697.02,9410.39
02-03-2023,269017.04,199815.43,149407.55,149407.55,6347.57,6199.79
03-03-2023,301996.16,189708.55,149751.20,149751.20,7859.51,7711.58
04-03-2023,316114.50,181491.67,156353.07,156353.07,8528.47,8323.30
05-03-2023,290408.33,229333.54,161973.23,161973.23,6386.68,6407.73
06-03-2023,258350.19,229326.73,154429.03,154429.03,6758.31,6821.66
07-03-2023,251001.93,236261.56,156991.53,156991.53,5774.10,5950.88
08-03-2023,212348.78,260949.08,113253.50,113253.50,3780.95,3798.57
09-03-2023,257852.18,240715.65,159022.47,159022.47,5450.86,5400.19
10-03-2023,311666.98,264255.94,173177.47,173177.47,5529.65,5502.25
11-03-2023,309601.69,251302.22,169988.87,169988.87,5544.31,5562.86
12-03-2023,308529.36,283354.11,164868.97,164868.97,5199.51,5402.02
13-03-2023,346324.02,256606.15,174862.68,174862.68,5740.73,5682.05
14-03-2023,330311.76,259853.90,175949.88,175949.88,5542.81,5500.87
15-03-2023,327284.41,217722.03,156508.98,156508.98,6174.39,6093.78
16-03-2023,317671.59,224651.06,158687.07,158687.07,5942.69,5871.84
17-03-2023,278769.10,225643.40,137575.59,137575.59,5094.68,5107.01
18-03-2023,260834.41,219211.79,122771.11,122771.11,4922.81,4952.76
19-03-2023,244413.07,226426.70,108253.77,108253.77,4600.00,4649.44
20-03-2023,243036.79,302666.72,134497.18,134497.18,4076.50,4018.63
21-03-2023,198497.61,359193.62,129671.87,129671.87,3241.77,3233.70
22-03-2023,243077.94,353848.68,147918.85,147918.85,3775.53,3739.96
23-03-2023,271100.83,323958.63,156112.55,156112.55,4089.57,4062.50
24-03-2023,259211.71,289662.99,136445.92,136445.92,4309.91,4336.88
25-03-2023,272362.13,286110.23,145670.47,145670.47,4453.30,4325.81
26-03-2023,270228.33,331456.27,157405.12,157405.12,4010.06,4019.19
27-03-2023,295958.59,287185.70,159369.92,159369.92,4992.35,4975.20
28-03-2023,303939.42,278863.04,169990.72,169990.72,5149.66,5075.93
29-03-2023,313412.01,267897.94,174075.79,174075.79,5662.58,5635.46
30-03-2023,294357.15,251338.39,167908.26,167908.26,5441.03,5375.79
31-03-2023,264591.43,297388.89,154528.75,154528.75,4143.72,4111.13
01-03-2024,223002.23,264165.88,136248.42,136248.42,4569.99,4857.10
02-03-2024,182309.95,311670.11,120137.81,120137.81,3576.70,3626.37
03-03-2024,183391.06,374799.40,140787.30,138021.17,3240.78,3233.45
04-03-2024,211347.42,322427.49,138554.22,139698.26,3647.54,3690.81
05-03-2024,188388.37,356923.46,123616.39,123783.90,3536.67,3558.90
06-03-2024,195060.74,359961.12,135308.10,136480.80,3366.54,3370.50
07-03-2024,219728.98,339839.49,151930.85,150549.51,3510.77,3528.29
08-03-2024,265350.77,330921.72,181747.08,180069.20,3913.62,3974.67
09-03-2024,283593.76,302866.22,174498.36,174752.01,4207.41,4255.62
10-03-2024,221881.97,376120.85,163016.59,160577.84,3408.04,3422.61
11-03-2024,258936.29,332389.75,170942.07,170155.59,3904.21,3988.14
12-03-2024,250147.42,322676.66,158088.67,158064.57,3657.13,3654.37
13-03-2024,264453.13,289937.24,158139.10,158139.10,4007.71,4046.92
14-03-2024,309199.11,244841.62,157845.99,157917.32,5034.73,4997.94
15-03-2024,298454.41,263493.20,167227.39,167145.58,4547.68,4511.53
16-03-2024,292969.32,253438.84,164728.69,164729.49,4804.08,4793.14
17-03-2024,255860.55,299113.67,151471.68,151471.68,3964.28,4014.29
18-03-2024,231687.81,271223.29,138606.32,138606.32,4033.19,4070.68
19-03-2024,257815.78,292951.87,155848.60,155848.60,4007.12,4043.50
20-03-2024,258589.11,316329.78,153502.25,153502.25,3918.49,3928.11
21-03-2024,266787.46,340363.38,168670.71,168670.71,3900.86,3921.63
22-03-2024,249819.90,357696.77,163707.23,163707.23,3673.36,3674.51
23-03-2024,259989.20,320884.14,164084.76,164084.76,3822.90,3858.30
24-03-2024,238625.17,354149.19,165767.97,165767.97,3488.61,3531.02
25-03-2024,166571.98,386094.20,123391.60,122585.33,2749.37,2855.43
26-03-2024,186177.71,362119.62,135399.23,135427.65,3189.07,3178.79
27-03-2024,214944.05,330772.12,133574.09,133572.72,3512.60,3548.73
28-03-2024,248132.22,277735.09,147142.02,147315.85,3945.03,3982.52
29-03-2024,279218.11,227497.53,135901.81,136334.49,4836.06,4844.08
30-03-2024,276454.85,254558.04,151518.05,151707.02,5164.61,5096.58
31-03-2024,217939.76,277273.09,133514.14,133514.14,4077.98,4204.20
01-03-2025,309416.67,289257.69,161996.98,161996.98,4218.20,4171.77
02-03-2025,286169.95,362448.08,170145.23,170145.23,3604.27,3557.22
03-03-2025,339964.32,288495.04,174562.82,174562.82,4970.20,4716.75
04-03-2025,352676.32,275391.83,171366.12,171366.12,5048.75,4732.00
05-03-2025,359543.28,281535.89,174961.44,174961.44,4999.26,4560.49
